customer_id,gender,age,region,tenure_months,contract_type,internet_service,monthly_gb_download,streaming_package,tech_support_calls,payment_method,monthly_charges,total_charges,late_payments,account_manager,last_login_date,credit_score,churn_label
576,Female,82,West,33,Two year,DSL,15,No,0,Bank transfer,50.14,1654.68,1,0,2023-12-04,,0
577,Male,25,South,6,Month-to-month,DSL,27,Yes,0,Electronic check,81.97,491.82,0,0,2023-02-13,742,1
578,Female,60,East,2,Month-to-month,No,0,Yes,2,Mailed check,121.23,242.45,1,0,2023-05-26,378,1
579,male,18,West,3,Month-to-month,DSL,16,Yes,0,Mailed check,97.5,292.5,0,1,2023-09-21,676,0
580,Female,68,West,40,Month-to-month,DSL,15,Yes,2,Bank transfer,86.43,3457.03,0,0,2023-12-06,438,0
581,Female,41,East,21,Month-to-month,DSL,9,No,2,Credit card,91.77,1927.12,0,0,2023-11-21,306,0
582,Male,41,West,6,One year,Fiber optic,70,No,1,Electronic check,113.2,679.19,0,0,2023-11-14,812,0
583,male,34,South,17,One year,Fiber optic,60,Yes,1,Mailed check,102.27,1738.57,0,0,2023-06-21,376,0
584,Female,22,South,15,Month-to-month,DSL,28,No,0,Credit card,87,1305.04,0,0,2023-02-17,,0
585,Female,37,South,22,Month-to-month,DSL,2,Yes,2,Mailed check,102.06,2245.3,1,0,2023-05-01,456,0
586,Male,38,East,6,Month-to-month,DSL,18,No,0,Mailed check,37.55,225.3,1,0,2023-12-11,829,0
587,Female,75,East,40,Month-to-month,Fiber optic,44,Yes,0,Credit card,24.93,997.28,0,1,2023-06-08,519,0
588,Male,48,South,8,One year,DSL,17,No,2,Credit card,74.71,597.7,0,0,2023-04-26,489,0
589,Female,28,North,24,One year,No,0,No,2,Electronic check,72.06,1729.45,1,0,2023-04-12,561,0
590,Male,69,East,1,One year,Fiber optic,37,No,1,Bank transfer,53.68,53.68,0,0,2023-03-17,443,0
591,Male,32,North,10,One year,DSL,16,Yes,1,Bank transfer,94.78,947.76,2,0,2023-01-13,784,0
592,Female,24,East,9,Month-to-month,Fiber optic,66,No,0,Mailed check,20,270,0,0,2023-01-24,,1
593,Male,45,East,16,Two year,DSL,0,Yes,0,Bank transfer,53.96,863.31,0,0,2023-05-06,606,0
594,Female,68,East,2,Two year,Fiber optic,85,Yes,1,Mailed check,55.45,110.9,0,0,2023-09-01,849,0
595,Female,75,West,32,Two year,DSL,24,No,0,Credit card,20.91,669.15,0,0,2023-11-09,455,0
596,Female,22,West,5,Month-to-month,Fiber optic,49,Yes,3,Mailed check,114.84,861.315,1,0,2023-02-07,599,1
597,Male,22,South,23,Two year,Fiber optic,68,Yes,1,Electronic check,29.22,672.15,2,0,2023-08-22,,0
598,Male,25,East,33,Two year,No,0,Yes,0,Mailed check,52.35,1727.54,0,0,2023-08-01,722,0
599,Female,81,East,17,Two year,DSL,5,Yes,1,Mailed check,97.24,1653.07,1,0,2023-11-19,,0
600,Female,27,North,28,Month-to-month,DSL,13,No,0,Electronic check,89.38,2502.68,0,0,2023-10-22,,0
601,Male,55,North,22,One year,Fiber optic,47,Yes,2,Electronic check,36.75,808.6,1,0,2023-04-10,615,0
602,MALE,25,South,9,Two year,No,0,No,0,Bank transfer,90.47,814.27,1,0,2023-12-23,376,0
603,Female,42,South,34,One year,No,0,Yes,0,Credit card,78.69,2675.58,0,0,2023/13/01,,0
604,Female,83,East,7,One year,DSL,33,Yes,1,Credit card,139.99,979.94,2,0,2023-09-11,562,0
605,Male,67,West,17,Two year,DSL,19,Yes,1,Electronic check,82.12,1396.01,1,1,2023-07-24,,0
606,Male,84,North,28,Month-to-month,Fiber optic,59,Yes,1,Credit card,65.76,1841.36,0,0,2023-05-05,587,1
607,Male,66,North,10,One year,DSL,14,Yes,1,Mailed check,44.3,443.05,0,0,2023-03-17,562,0
608,Female,53,West,8,Month-to-month,DSL,24,Yes,1,Credit card,47.67,381.38,0,0,2023-12-02,614,0
609,Female,58,North,13,Two year,DSL,36,Yes,1,Electronic check,45.23,587.95,1,0,2023-12-19,668,0
610,Female,79,South,35,Month-to-month,Fiber optic,69,Yes,2,Credit card,111.13,3889.65,0,0,2023-01-03,551,0
611,Male,27,East,54,One year,No,0,Yes,1,Electronic check,70.54,3809.11,2,0,2023-02-24,632,0
612,Female,38,East,16,One year,No,0,No,0,Bank transfer,86.96,1391.32,1,0,2023-08-06,725,0
613,Female,53,North,22,One year,DSL,19,No,2,Electronic check,115.43,2539.4,1,0,2023-04-23,594,0
614,Female,29,North,47,One year,Fiber optic,63,Yes,1,Mailed check,20,940,0,0,2023-04-01,,0
615,Female,19,North,3,Two year,No,0,Yes,1,Mailed check,108.37,325.1,0,0,2023-12-23,616,0
616,Male,30,East,6,Two year,DSL,25,Yes,1,Mailed check,71.66,429.97,2,0,2023-09-23,811,0
617,Male,70,East,25,Month-to-month,Fiber optic,60,No,2,Electronic check,83.05,2076.29,0,0,2023-08-26,328,0
618,Female,49,South,35,Month-to-month,Fiber optic,72,No,1,Electronic check,45.15,1580.18,1,1,2023-01-26,593,0
619,Male,33,East,39,Month-to-month,DSL,31,No,0,Mailed check,47.35,1846.5,0,0,2023-10-13,306,0
620,Male,49,West,11,Month-to-month,Fiber optic,47,Yes,0,Credit card,84.67,931.32,0,0,2023-05-08,841,0
621,Female,49,North,2,One year,DSL,26,Yes,1,Electronic check,141.54,283.08,0,0,2023-03-04,514,0
622,Female,28,South,12,Two year,Fiber optic,42,No,2,Credit card,100.1,1201.19,0,0,2023-08-22,514,0
623,Male,27,East,6,Two year,DSL,10,Yes,1,Bank transfer,107.97,647.79,0,0,2023-03-10,463,1
624,Female,32,South,7,Month-to-month,DSL,17,Yes,1,Bank transfer,64.24,449.68,0,0,2023-08-26,469,0
625,Male,34,South,30,Month-to-month,DSL,19,No,2,Bank transfer,51.99,1559.82,4,0,2023-12-08,520,0
626,Female,57,East,2,One year,No,0,Yes,1,Bank transfer,46.58,93.15,0,1,2023-09-29,559,0
627,Male,35,West,36,One year,Fiber optic,16,No,0,Mailed check,55.35,1992.66,0,0,2023-10-14,560,0
628,Female,72,West,12,Month-to-month,Fiber optic,67,No,2,,20,240,0,1,2023-11-01,771,1
629,Male,42,East,19,Two year,Fiber optic,5,Yes,0,Bank transfer,48.25,1375.2,0,0,2023-06-12,554,0
630,Male,76,East,2,Two year,Fiber optic,104,No,1,Mailed check,53.19,106.38,0,1,2023-08-15,577,0
631,Male,39,South,9,Month-to-month,DSL,35,Yes,2,Bank transfer,64.74,582.65,1,0,2023-11-10,323,1
632,Female,47,East,2,Two year,Fiber optic,44,No,0,Electronic check,73.95,147.91,0,1,2023-09-16,732,0
633,Male,61,South,66,Month-to-month,DSL,20,Yes,0,Bank transfer,80.87,5337.65,1,0,2023-08-07,777,0
634,Male,49,North,33,One year,DSL,9730,Yes,1,Bank transfer,69.55,2295.22,1,1,2023-10-08,793,0
635,MALE,68,East,13,Month-to-month,Fiber optic,38,Yes,0,Credit card,52.56,683.24,0,0,2023-08-17,681,1
636,Female,63,East,6,Month-to-month,DSL,21,Yes,1,Credit card,20,120,1,0,2023-03-23,673,1
637,MALE,38,South,55,Two year,DSL,18,No,1,Credit card,52.74,2900.74,0,0,2023-09-01,622,0
638,Male,49,West,9,Month-to-month,Fiber optic,48,No,2,Credit card,40.83,367.44,0,0,2023-08-19,388,0
639,Female,56,North,4,One year,Fiber optic,53,Yes,1,Bank transfer,83.98,335.93,1,0,2023-05-13,391,0
640,Female,29,South,17,Month-to-month,Fiber optic,23,Yes,4,Bank transfer,97.28,1653.74,2,1,2023-05-07,676,0
641,Female,64,North,58,Month-to-month,Fiber optic,50,Yes,1,Credit card,98.16,5693.11,1,0,2023-11-23,380,0
642,Female,35,West,1,Month-to-month,Fiber optic,53,No,0,Electronic check,92.71,92.71,0,1,2023-05-22,399,0
643,Female,38,East,6,Month-to-month,Fiber optic,52,No,2,Mailed check,65.99,395.97,2,1,2023-09-24,422,0
644,Male,30,South,56,One year,DSL,17,Yes,0,Bank transfer,54.34,3043.11,1,0,2023-09-06,695,0
645,Female,38,East,4,Month-to-month,DSL,31,No,2,,47.59,190.35,0,0,2023-11-17,322,0
646,Male,25,South,3,One year,Fiber optic,42,Yes,0,Mailed check,24.78,74.33,1,0,2023-05-03,818,0
647,Male,63,West,17,One year,DSL,22,No,0,Credit card,99.76,1695.85,1,0,2023-05-21,576,0
648,Male,24,South,40,One year,No,0,Yes,0,Credit card,64.76,2590.35,0,0,2023-08-14,394,0
649,Female,40,South,13,Month-to-month,No,0,Yes,,Electronic check,32.61,423.93,3,0,2023-02-09,681,1
650,Male,39,West,105,Two year,DSL,32,Yes,2,Electronic check,45.21,4746.55,0,0,2024-01-01,,0
651,Male,39,South,23,Month-to-month,DSL,19,No,2,Bank transfer,43.99,1011.79,1,0,2023-05-27,324,0
652,Female,46,North,2,Month-to-month,DSL,22,Yes,1,Credit card,71.29,142.58,0,0,2023-05-01,590,0
653,Male,30,East,99,Month-to-month,DSL,19,No,0,Mailed check,102.02,10100.38,0,0,2023-05-20,526,0
654,Male,19,West,11,Month-to-month,DSL,32,No,0,Bank transfer,59.56,655.16,1,1,2023-06-21,472,0
655,Female,46,South,7,Month-to-month,Fiber optic,44,Yes,0,Electronic check,20,140,0,0,2023-06-13,752,0
656,Male,69,North,17,One year,No,0,Yes,0,Bank transfer,64.32,1093.52,0,0,2023-10-04,587,0
657,Male,44,South,8,Month-to-month,Fiber optic,75,Yes,0,Bank transfer,65.31,522.51,0,0,2023-02-11,368,0
658,Male,67,East,2,Month-to-month,DSL,18,No,0,Credit card,63.25,126.5,1,0,2023-03-12,580,0
659,Female,40,North,1,One year,DSL,11,No,2,Mailed check,51.18,51.18,0,0,2023-03-19,641,0
660,Female,61,East,12,Month-to-month,Fiber optic,63,No,0,Electronic check,76.52,918.28,0,0,2023-04-29,632,0
661,Female,39,West,37,Month-to-month,No,0,No,1,Bank transfer,71.98,2663.42,0,0,2023-07-16,685,0
662,Male,60,South,17,Month-to-month,No,0,No,1,Bank transfer,69.26,1177.34,0,1,2023-12-22,641,0
663,Male,54,South,143,One year,No,0,No,0,Credit card,82.38,11780.23,0,1,2023-03-20,616,0
664,MALE,78,South,7,Month-to-month,Fiber optic,43,No,0,Bank transfer,57.11,399.74,0,0,2023-12-28,,0
665,Male,73,North,7,Month-to-month,Fiber optic,62,Yes,0,Mailed check,55.4,387.82,0,0,2023-04-20,472,1
666,Male,20,West,4,One year,DSL,7,Yes,0,Credit card,111.4,445.61,2,0,2023-02-02,843,0
667,m,80,South,4,One year,Fiber optic,50,Yes,1,Electronic check,86.78,347.12,0,0,2023-08-01,499,0
668,Female,36,South,7,One year,DSL,15,No,2,Bank transfer,94.81,663.66,1,0,2023-07-28,374,0
669,Male,40,East,32,Two year,Fiber optic,28,Yes,0,Bank transfer,106.78,3417.06,0,0,2023-06-19,516,0
670,Male,46,South,48,Month-to-month,Fiber optic,38,No,2,Credit card,85.78,4117.36,0,0,2023-10-05,831,0
671,Male,47,East,74,Month-to-month,DSL,14,No,1,Bank transfer,97.85,7241.02,1,1,2023-08-27,748,0
672,Female,56,North,6,Month-to-month,DSL,19,No,0,Electronic check,22.62,135.72,0,0,2023-08-01,,0
673,Female,42,West,43,Month-to-month,DSL,6,No,0,Mailed check,76.12,3273.36,0,0,2023-02-01,692,0
674,Female,25,West,8,Month-to-month,DSL,23,Yes,0,Mailed check,64.52,516.15,0,0,2023-04-16,,0
675,Female,75,East,3,Month-to-month,DSL,33,No,1,Credit card,120.33,360.99,0,0,2023-08-04,800,0
676,Male,33,West,41,One year,DSL,22,Yes,1,Bank transfer,97.83,4011,0,1,2023-07-19,446,0
677,Female,18,North,21,One year,DSL,28,No,1,Credit card,51.09,1072.82,1,1,2023-10-27,615,0
678,Female,22,South,4,Month-to-month,DSL,30,Yes,1,Credit card,81.18,324.74,0,0,2023-12-23,753,0
679,Female,20,East,12,One year,No,0,No,0,Credit card,75.03,900.37,0,0,2023-01-11,486,0
680,Female,82,East,7,Month-to-month,DSL,32,No,0,Credit card,83.63,585.41,0,0,2023-10-22,624,0
681,Female,21,South,27,Month-to-month,DSL,38,Yes,1,Credit card,39.43,1064.74,1,0,2023-07-14,,0
682,Male,81,South,13,One year,Fiber optic,40,Yes,2,Bank transfer,80.8,1050.41,0,1,2023-09-02,693,0
683,MALE,27,North,91,Month-to-month,No,0,Yes,1,Mailed check,63.16,5747.15,0,0,2023-01-04,678,0
684,Female,38,South,2,Month-to-month,Fiber optic,35,No,0,Mailed check,78.47,156.95,0,0,2023-06-30,773,1
685,Male,63,North,9,Month-to-month,DSL,27,No,0,Mailed check,48.27,434.42,1,0,2023-06-02,317,0
686,Female,44,East,14,Two year,Fiber optic,64,No,1,Bank transfer,52.45,734.27,0,0,2023-07-19,448,0
687,Female,83,South,14,One year,Fiber optic,65,Yes,0,Bank transfer,105.22,1473.01,0,0,2023-08-03,311,0
688,m,58,North,8,Month-to-month,Fiber optic,87,Yes,0,Credit card,38.45,307.63,1,0,2023-10-03,761,1
689,Male,30,East,27,Two year,Fiber optic,50,Yes,0,Mailed check,40.67,1098.02,1,0,2023-10-07,459,0
690,Female,26,East,42,One year,No,0,No,3,Credit card,68.45,2875.01,1,0,2023-11-05,565,0
691,Female,53,West,56,One year,No,0,No,1,Mailed check,46.84,2623.22,0,0,2023-04-23,846,0
692,Female,75,East,33,Two year,Fiber optic,58,Yes,0,Electronic check,43.45,1433.82,1,1,2023-09-07,379,0
693,Male,71,South,39,Month-to-month,Fiber optic,30,No,1,Bank transfer,73.15,2852.94,0,1,2023-04-23,817,0
694,Female,29,West,16,Month-to-month,Fiber optic,92,No,1,Electronic check,24.85,397.57,0,0,2023-05-20,367,0
695,Female,31,East,35,One year,No,0,No,0,Mailed check,39.76,1391.64,0,1,2023-08-12,543,0
696,Female,51,North,8,One year,DSL,16,Yes,2,Credit card,131.62,1052.98,0,1,2023-09-06,308,0
697,Male,70,East,11,One year,No,0,Yes,0,Bank transfer,83.78,921.63,1,0,2023-01-15,456,0
698,Female,37,West,8,One year,DSL,16,Yes,1,Bank transfer,47.6,380.82,1,0,2023-07-19,763,0
699,Female,33,South,13,Two year,Fiber optic,43,No,0,Credit card,82.55,1073.1,0,0,2023-06-22,599,0
700,Male,73,South,7,Two year,No,0,Yes,0,Electronic check,87.02,609.14,0,0,2023-12-09,619,0
701,Female,75,North,66,Two year,DSL,13,Yes,2,Electronic check,99.83,6588.94,2,0,2023-12-14,,0
702,Female,21,North,8,Two year,Fiber optic,35,No,0,Electronic check,66.19,529.48,0,0,2023-07-27,622,0
703,Male,21,South,3,Two year,DSL,14,No,0,Electronic check,99.29,297.88,1,1,2023-03-26,761,0
704,Female,37,East,15,Month-to-month,DSL,6,No,0,Bank transfer,20,300,1,0,2023-08-28,697,0
705,Male,27,North,2,Month-to-month,DSL,12,No,2,Mailed check,38.31,76.62,1,0,2023-03-07,692,0
706,Male,41,West,3,Month-to-month,DSL,39,Yes,1,Credit card,74.92,224.75,2,0,2023-11-15,527,1
707,Female,43,West,5,Two year,DSL,27,No,2,Mailed check,79.89,399.45,1,0,2023-10-01,543,0
708,Female,54,East,13,One year,No,0,No,1,Mailed check,42.65,554.4,0,0,2023-01-14,,0
709,Female,71,West,12,One year,No,0,No,0,Electronic check,77.78,933.39,1,0,2023-07-21,442,0
710,Female,38,North,33,Month-to-month,DSL,29,No,2,Mailed check,51.28,1692.4,0,0,2023-10-31,491,0
711,Male,55,South,27,Month-to-month,Fiber optic,73,No,2,Electronic check,61.69,1665.66,0,1,2023-10-16,818,1
712,Female,63,East,12,One year,DSL,38,No,0,Electronic check,100.74,1208.92,0,0,2023-12-06,703,0
713,Male,21,West,9,Month-to-month,DSL,2,Yes,1,Mailed check,97.27,875.41,1,0,2023-01-14,574,1
714,Female,77,West,8,Month-to-month,DSL,7,Yes,1,Credit card,40.09,320.71,0,0,2023-02-12,338,0
715,Female,74,South,30,Month-to-month,No,0,Yes,0,Mailed check,38.28,1148.47,0,0,2023-11-26,492,0
716,Female,62,West,2,Month-to-month,No,0,Yes,0,Mailed check,57.66,115.33,0,0,2023-08-08,626,0
717,Male,37,North,1,One year,DSL,11,No,1,Bank transfer,69.2,69.2,0,0,2023-03-11,782,0
718,Female,34,West,32,Month-to-month,DSL,15,No,1,Electronic check,50.26,1608.42,0,1,2023-08-25,324,0
719,Female,21,West,13,One year,DSL,16,No,1,Bank transfer,101.22,1315.85,0,0,2023-04-04,401,0
720,Female,31,North,3,Month-to-month,Fiber optic,41,Yes,0,Credit card,80.42,241.27,0,0,2023-01-26,516,0
721,Female,20,East,6,Two year,Fiber optic,54,No,0,Mailed check,82.18,493.1,1,0,2023-05-14,566,0
722,Male,75,North,54,Month-to-month,DSL,20,No,0,Bank transfer,32,1728.21,0,0,2023-07-14,461,0
723,Female,72,South,40,One year,Fiber optic,35,No,0,Bank transfer,105.02,4200.75,1,1,2023-06-17,586,1
724,Male,21,East,25,One year,DSL,1,No,0,Mailed check,20,500,0,0,2023-04-19,546,0
725,Male,41,East,14,Month-to-month,No,0,Yes,0,Mailed check,95.02,1330.3,0,0,2023-08-21,473,0
726,Male,51,West,15,Two year,Fiber optic,30,No,1,Electronic check,98.03,1470.44,0,1,2023-06-17,695,0
727,Male,47,East,74,One year,Fiber optic,39,No,2,Electronic check,57.03,4220.07,0,0,2023-06-22,308,0
728,Male,36,South,68,Month-to-month,Fiber optic,45,No,1,Bank transfer,108.19,7356.74,1,0,2023-07-14,747,0
729,Male,48,West,5,Month-to-month,No,0,Yes,0,Mailed check,68.11,340.54,1,0,2023-05-23,,0
730,Female,77,West,34,Two year,DSL,8,No,4,Electronic check,71.87,2443.68,1,0,2023-08-04,424,0
731,Male,77,North,5,One year,DSL,15,No,0,Electronic check,80.19,400.93,0,0,2023-05-10,340,0
732,Male,36,West,5,Month-to-month,No,0,No,0,Credit card,150,750,0,0,2023-02-11,636,0
733,Male,66,North,23,Month-to-month,DSL,8,No,3,Bank transfer,110.33,2537.66,1,1,2023-08-29,625,0
734,Female,80,West,11,Two year,DSL,18,No,0,Bank transfer,91.03,1001.37,1,0,2023-01-10,485,0
735,Female,39,South,54,One year,Fiber optic,28,No,2,Bank transfer,42.62,2301.26,1,0,2023-10-04,540,0
736,Male,41,North,2,One year,No,0,No,0,Mailed check,74.31,148.62,1,0,2023-01-27,638,0
737,Female,47,South,15,Month-to-month,Fiber optic,33,Yes,0,Credit card,45.61,684.09,1,0,2023-06-29,393,0
738,Male,75,East,51,One year,No,0,Yes,0,Electronic check,94.66,4827.83,1,0,2023-04-25,715,0
739,Male,48,South,47,Month-to-month,Fiber optic,23,No,2,Credit card,74.21,3488.06,0,0,2023-11-29,362,0
740,Female,81,North,4,Month-to-month,DSL,18,No,1,Electronic check,36.26,145.06,0,0,2023-02-05,819,0
741,Male,36,East,10,One year,Fiber optic,32,Yes,0,Electronic check,72.43,724.34,0,0,2023-11-30,508,0
742,Female,65,West,20,Two year,Fiber optic,68,Yes,2,Credit card,44.52,890.35,0,0,2023-01-21,508,0
743,Female,62,South,4,Month-to-month,DSL,24,Yes,0,Bank transfer,74.54,298.15,1,1,2023-01-16,675,0
744,Male,72,South,69,Month-to-month,DSL,19,Yes,0,Mailed check,44.23,3051.71,0,0,2023-05-07,384,0
745,Male,72,South,50,One year,DSL,12,No,0,Credit card,70.82,3541.23,1,0,2023-04-13,506,0
746,Female,35,North,4,One year,Fiber optic,57,No,1,Bank transfer,92.51,370.06,1,0,2023-01-11,,0
747,Male,80,West,3,Two year,No,0,No,1,Bank transfer,68.41,205.23,0,0,2023-11-15,460,0
748,Male,64,West,2,One year,Fiber optic,63,No,1,Mailed check,58.27,116.55,0,0,2023-03-20,749,0
749,Male,74,East,49,Month-to-month,No,0,No,0,Mailed check,76.1,3728.82,0,0,2023-05-03,415,0
750,Female,62,South,5,Two year,DSL,21,Yes,2,Bank transfer,90.92,454.58,0,0,2023-03-06,661,0
751,Female,50,West,11,One year,No,0,Yes,1,Mailed check,36.78,404.63,0,0,2023-08-31,550,0
752,Male,34,East,12,Two year,No,0,Yes,3,Bank transfer,77.82,933.84,0,0,2023-12-09,482,0
753,Female,21,West,19,One year,DSL,36,Yes,0,Electronic check,109.53,2081,0,0,2023-02-28,627,0
754,Female,37,East,2,Two year,No,0,Yes,2,Mailed check,87.21,174.42,0,0,2023-10-16,306,0
755,Female,64,West,6,Month-to-month,DSL,24,No,2,Electronic check,71.73,430.4,0,0,2023-04-22,819,0
756,Female,32,East,54,Month-to-month,No,0,Yes,0,Mailed check,89.19,4816.37,0,0,2023-08-27,686,0
757,Female,64,South,48,Two year,No,0,Yes,3,Bank transfer,83.57,4011.59,4,1,2023-12-25,669,0
758,Male,26,West,31,Month-to-month,Fiber optic,68,No,2,Bank transfer,92.61,2870.85,0,0,2023-05-12,847,0
759,Male,33,East,1,Month-to-month,Fiber optic,52,No,1,Bank transfer,20,20,0,0,2023-07-08,378,0
760,Male,78,East,8,One year,DSL,26,No,0,Bank transfer,23.4,187.17,1,0,2023-03-27,520,0
761,Female,27,South,20,Two year,Fiber optic,34,No,1,Bank transfer,100.14,2002.9,0,0,2023-11-07,711,0
762,Female,67,East,7,Month-to-month,DSL,15,No,0,Bank transfer,24.84,173.89,0,0,2023-11-07,778,0
763,Male,20,East,49,Two year,Fiber optic,56,Yes,0,Mailed check,82.05,4020.26,1,1,2023-02-28,396,0
764,Female,68,North,21,One year,Fiber optic,56,No,0,Mailed check,59.44,1248.21,0,0,2023-03-25,692,0
765,Male,36,North,2,One year,No,0,No,0,Electronic check,40.11,80.23,0,0,2023-06-09,767,0
766,Male,59,East,48,Two year,DSL,25,Yes,1,Credit card,80.49,3863.5,1,1,2023-02-25,,0
767,Male,52,West,64,Month-to-month,No,0,Yes,2,Mailed check,76.03,4865.98,0,1,2023-10-24,692,0
768,m,63,East,2,Month-to-month,No,0,No,1,Mailed check,133.31,266.62,0,0,2023-01-14,317,0
769,Female,43,South,16,Month-to-month,Fiber optic,72,No,0,Credit card,51.26,820.09,0,0,2023-06-09,,1
770,Male,81,East,8,One year,DSL,5,Yes,2,Credit card,113.2,905.63,0,0,2023-10-22,442,0
771,Male,54,North,10,One year,DSL,10,No,1,Electronic check,80.57,805.73,0,1,2023-12-13,,0
772,Male,66,South,4,Two year,DSL,22,No,3,Electronic check,50.17,200.68,0,0,2023-07-12,,0
773,Male,38,North,18,One year,Fiber optic,35,No,0,Bank transfer,93.98,1691.59,0,1,2023-07-23,633,0
774,Female,81,North,64,One year,Fiber optic,117,No,0,Electronic check,86.97,5566.22,0,0,2023-04-12,361,0
775,Female,22,South,14,One year,No,0,No,0,Electronic check,71.08,995.05,0,0,2023-02-08,462,0
776,Male,21,South,2,Month-to-month,DSL,25,Yes,0,Credit card,77.99,155.98,1,0,2023-10-31,,0
777,Male,56,North,20,Month-to-month,DSL,19,Yes,0,Mailed check,52.09,1041.81,0,0,2023-12-20,534,0
778,Female,52,South,9,Two year,Fiber optic,39,No,2,Bank transfer,45.23,407.04,1,1,2023-11-18,359,0
779,Female,18,East,39,Month-to-month,No,0,No,1,Electronic check,92.78,3618.55,0,0,2023-05-05,527,0
780,Male,41,South,12,Month-to-month,No,0,Yes,0,Credit card,63.28,759.38,0,0,2023-02-22,538,0
781,Male,74,South,5,One year,No,0,Yes,1,Bank transfer,67.6,337.99,2,0,2023-12-23,383,0
782,Male,58,West,5,Month-to-month,Fiber optic,40,Yes,2,Bank transfer,78.39,391.97,1,0,2023-06-04,340,0
783,MALE,71,North,30,Two year,Fiber optic,50,No,1,Credit card,77.96,2338.76,1,0,2023-12-17,737,0
784,Female,63,East,7,Month-to-month,No,0,Yes,1,Electronic check,27.12,189.84,1,1,2023-11-04,828,0
785,Female,77,North,30,Month-to-month,Fiber optic,52,No,0,Electronic check,108.59,3257.63,0,0,2023-03-03,,0
786,Male,77,North,5,Month-to-month,DSL,15,No,2,Electronic check,73.64,368.18,0,0,2023-10-17,836,1
787,Male,74,East,8,One year,DSL,17,No,1,Electronic check,63.92,511.36,1,0,2023-01-22,681,0
788,Female,48,East,13,Month-to-month,DSL,33,No,4,Bank transfer,82.93,1078.03,0,0,2023-06-27,392,0
789,Female,41,West,58,One year,Fiber optic,77,No,1,Mailed check,77.1,4471.58,1,0,2023-09-30,514,0
790,Male,53,East,54,Two year,DSL,22,Yes,0,Bank transfer,93.01,5022.64,1,1,2023-08-08,516,0
791,Female,47,West,5,Two year,DSL,6,Yes,3,Bank transfer,86.14,430.7,0,0,2023-12-05,788,0
792,m,41,North,9,Month-to-month,DSL,25,Yes,0,Credit card,91.54,823.82,0,0,2023-07-09,450,0
793,Male,47,North,4,Month-to-month,Fiber optic,81,Yes,0,Bank transfer,110.53,442.12,0,0,2023-02-05,673,1
794,Female,24,North,15,One year,DSL,33,No,1,Electronic check,96.51,1447.63,1,0,2023-09-17,748,0
795,Male,52,North,13,Two year,Fiber optic,64,Yes,1,Credit card,65.19,847.41,1,0,2023-11-28,721,0
796,MALE,72,East,47,Two year,DSL,34,Yes,1,Credit card,36.31,1706.71,1,0,2023-06-24,506,0
797,Male,31,East,54,Month-to-month,DSL,20,Yes,4,Credit card,120.03,6481.83,1,0,2023-01-07,776,1
798,Male,27,North,10,One year,Fiber optic,62,Yes,,Credit card,62.87,628.68,0,0,2023-08-04,525,1
799,Male,33,West,14,Month-to-month,DSL,13,Yes,1,Credit card,55.81,781.29,2,0,2023-09-08,686,0
800,Male,71,West,46,Month-to-month,DSL,22,Yes,3,Electronic check,20,920,0,0,2023-02-24,405,0
801,Male,61,South,33,Month-to-month,DSL,33,No,0,Mailed check,80.15,2645.09,0,0,2023-08-10,375,0
802,Female,62,North,1,Month-to-month,No,0,No,0,Mailed check,74.47,111.705,0,0,2023-07-05,815,0
803,Male,73,North,8,Month-to-month,Fiber optic,38,Yes,0,Credit card,24.55,196.37,2,0,2023-11-22,486,0
804,Male,74,North,11,Month-to-month,DSL,11,No,0,Mailed check,83.6,919.58,0,0,2023-08-24,831,0
805,Female,38,North,6,One year,DSL,20,No,1,Bank transfer,55.05,495.495,1,0,2023-12-29,574,0
806,Female,67,East,5,Month-to-month,No,0,No,1,Mailed check,150,750,0,0,2023-03-20,838,0
807,Female,50,South,1,One year,Fiber optic,45,No,0,Bank transfer,52.92,52.92,2,0,2023-08-11,317,0
808,Male,24,South,21,Month-to-month,Fiber optic,62,No,0,Electronic check,56.94,1195.83,0,0,2023-04-01,584,0
809,Female,32,West,7,Month-to-month,Fiber optic,40,Yes,0,Credit card,43.76,306.3,0,1,2023-09-25,601,1
810,Male,49,East,2,Month-to-month,Fiber optic,84,No,,Bank transfer,108.34,216.67,0,0,2023-11-30,798,1
811,Male,37,West,6,Month-to-month,Fiber optic,24,No,0,Electronic check,58.82,352.9,0,0,2023-05-19,556,0
812,Male,32,North,33,One year,Fiber optic,75,Yes,2,Electronic check,48.25,1592.33,0,0,2023-11-12,518,0
813,Male,65,South,39,Month-to-month,Fiber optic,34,No,1,Credit card,91.21,3557.14,1,0,2023-10-03,656,0
814,Female,38,East,14,One year,DSL,2,No,1,Mailed check,28.59,400.25,1,0,2023-09-05,,0
815,Female,59,North,11,Month-to-month,No,0,Yes,0,Electronic check,88.75,976.29,0,0,2023-08-27,573,0
816,Male,43,North,77,One year,Fiber optic,54,No,0,Mailed check,123.44,9505.03,1,0,2023-08-12,633,0
817,Male,31,East,5,One year,DSL,17,Yes,0,Mailed check,87,434.99,3,0,2023-10-31,667,0
818,Male,74,East,5,Month-to-month,No,0,No,3,Mailed check,89.14,445.68,0,0,2023-05-18,314,1
819,Female,54,South,7,Month-to-month,No,0,No,1,Bank transfer,96.1,672.71,0,0,2023-06-15,478,0
