gender,age,region,tenure_months,contract_type,internet_service,monthly_gb_download,streaming_package,tech_support_calls,payment_method,monthly_charges,late_payments,account_manager,credit_score,churn_label,credit_score_missing,days_since_last_login
male,52,West,23,Month-to-month,No,0.0,No,1.0,Electronic check,109.2,0,False,640.0,0,0,83.0
female,47,West,44,Two year,Fiber optic,4.219507705176107,No,1.0,Credit card,20.0,1,False,358.0,0,0,290.0
male,47,East,13,One year,Fiber optic,4.442651256490317,Yes,1.0,Bank transfer,93.53,1,True,843.0,0,0,145.0
female,23,East,19,Month-to-month,Fiber optic,4.110873864173311,No,0.0,Credit card,32.04,1,False,518.0,0,0,300.0
female,84,West,5,Month-to-month,No,0.0,Yes,0.0,Mailed check,126.57,0,True,399.0,1,0,344.0
male,24,South,33,Month-to-month,DSL,2.772588722239781,No,2.0,Bank transfer,23.66,1,False,402.0,0,0,208.0
male,69,South,69,Two year,No,0.0,No,0.0,Electronic check,104.57,0,False,418.0,0,0,179.0
female,31,East,7,Month-to-month,Fiber optic,4.343805421853684,Yes,1.0,Mailed check,67.55,0,False,306.0,1,0,345.0
male,32,South,14,Month-to-month,Fiber optic,3.912023005428146,Yes,0.0,Electronic check,59.0,0,False,687.0,0,0,182.0
female,38,South,2,Month-to-month,Fiber optic,4.007333185232471,Yes,2.0,Credit card,75.56,1,False,777.0,0,0,258.0
female,52,South,17,Month-to-month,Fiber optic,3.912023005428146,No,2.0,Electronic check,88.96,0,False,821.0,0,0,16.0
female,83,East,14,One year,No,0.0,No,1.0,Bank transfer,42.87,0,False,580.0,0,0,238.0
female,19,West,4,Two year,Fiber optic,2.1972245773362196,No,0.0,Mailed check,45.53,0,False,341.0,0,0,24.0
male,52,South,12,One year,No,0.0,Yes,0.0,Electronic check,89.49,0,False,395.0,0,0,313.0
male,37,West,9,Two year,DSL,3.6109179126442243,Yes,0.0,Credit card,20.0,0,False,803.0,0,0,184.0
male,27,East,15,One year,Fiber optic,4.0943445622221,Yes,0.0,Bank transfer,52.47,1,False,545.0,0,0,79.0
female,42,West,18,Month-to-month,No,0.0,Yes,0.0,Mailed check,150.0,0,False,523.0,0,0,157.0
female,83,East,1,Month-to-month,Fiber optic,4.04305126783455,Yes,2.0,Credit card,40.96,0,False,413.0,0,0,48.0
male,42,West,29,One year,Fiber optic,3.8918202981106265,No,1.0,Mailed check,104.43,0,True,843.0,0,0,286.0
male,71,North,25,Two year,Fiber optic,3.9889840465642745,Yes,0.0,Electronic check,52.42,1,True,629.0,0,0,244.0
female,50,West,10,Two year,No,0.0,Yes,0.0,Credit card,85.27,0,False,802.0,0,0,282.0
male,53,North,2,Month-to-month,No,0.0,No,2.0,Credit card,89.63,0,False,452.0,0,0,275.0
female,31,West,29,Month-to-month,DSL,2.70805020110221,Yes,1.0,Electronic check,103.87,1,False,516.0,0,0,154.0
male,82,West,63,Month-to-month,No,0.0,Yes,0.0,Credit card,63.99,0,False,788.0,0,0,353.0
female,71,South,6,Two year,Fiber optic,4.143134726391533,Yes,1.0,Credit card,129.67,0,True,571.0,0,0,274.0
male,69,South,8,Two year,DSL,1.9459101490553132,Yes,1.0,Credit card,52.32,2,False,699.0,0,0,195.0
female,20,West,5,One year,No,0.0,No,2.0,Electronic check,77.03,1,False,649.0,0,0,155.0
male,58,South,18,Month-to-month,Fiber optic,3.9889840465642745,Yes,1.0,Electronic check,77.36,0,False,565.5,0,1,23.0
male,23,West,4,One year,No,0.0,No,0.0,Mailed check,36.34,0,False,560.0,0,0,238.0
female,42,North,9,Month-to-month,DSL,3.258096538021482,Yes,0.0,Electronic check,61.42,1,False,818.0,1,0,229.0
male,30,North,24,Month-to-month,DSL,2.9444389791664403,No,0.0,Credit card,74.85,1,False,563.0,0,0,284.0
female,25,West,17,One year,Fiber optic,4.060443010546419,No,0.0,Electronic check,57.04,1,False,617.0,1,0,366.0
male,38,East,10,Month-to-month,DSL,2.3978952727983707,Yes,1.0,Credit card,143.23,0,False,415.0,1,0,310.0
female,42,West,11,Month-to-month,Fiber optic,3.4339872044851463,No,0.0,Credit card,44.84,0,False,511.0,0,0,170.0
male,62,South,17,Two year,DSL,3.1354942159291497,No,1.0,Credit card,105.38,0,False,459.0,0,0,346.0
female,77,East,1,One year,Fiber optic,4.1588830833596715,No,1.0,Electronic check,95.69,0,False,776.0,0,0,125.0
male,29,East,2,Month-to-month,DSL,0.6931471805599453,Yes,2.0,Credit card,69.58,0,False,447.0,0,0,252.0
female,49,East,43,One year,DSL,3.258096538021482,No,0.0,Mailed check,44.04,1,False,746.0,0,0,263.0
male,30,East,2,Month-to-month,Fiber optic,3.6888794541139363,No,2.0,Bank transfer,46.95,0,False,377.0,0,0,130.0
female,48,East,25,One year,DSL,2.9444389791664403,No,0.0,Bank transfer,54.46,0,False,561.0,0,0,186.0
female,37,South,51,One year,Fiber optic,3.1780538303479458,Yes,0.0,Mailed check,20.0,0,False,351.0,0,0,209.0
female,35,South,7,One year,No,0.0,Yes,2.0,Bank transfer,39.9,0,False,557.0,0,0,249.0
male,77,West,10,One year,Fiber optic,3.4965075614664802,No,0.0,Mailed check,25.53,1,False,565.5,0,1,251.0
female,80,South,17,Month-to-month,No,0.0,No,0.0,Electronic check,110.38,1,False,587.0,0,0,353.0
male,23,East,43,Month-to-month,DSL,3.4011973816621555,Yes,0.0,Bank transfer,88.55,1,False,553.0,0,0,28.0
female,49,South,57,Month-to-month,DSL,3.044522437723423,No,2.0,Mailed check,93.58,0,False,513.0,0,0,267.0
male,60,East,27,Month-to-month,No,0.0,Yes,1.0,Mailed check,87.66,0,False,391.0,0,0,161.0
female,19,East,2,One year,Fiber optic,3.7612001156935624,No,2.0,Credit card,75.01,2,False,843.0,0,0,197.0
male,77,South,23,Month-to-month,Fiber optic,3.8712010109078907,No,1.0,Electronic check,113.82,0,True,531.0,1,0,223.0
male,40,North,11,Month-to-month,Fiber optic,4.0943445622221,Yes,2.0,Mailed check,51.68,1,False,312.0,0,0,330.0
female,48,North,13,Month-to-month,Fiber optic,4.07753744390572,Yes,3.0,Bank transfer,73.2,0,False,565.5,0,1,223.0
male,22,East,2,Two year,DSL,2.995732273553991,No,0.0,Credit card,92.41,2,False,565.5,0,1,186.0
male,51,West,5,Month-to-month,Fiber optic,4.276666119016055,Yes,2.0,Credit card,30.36,1,False,565.5,0,1,37.0
female,27,North,32,One year,Fiber optic,4.248495242049359,No,1.0,Credit card,150.0,0,False,825.0,0,0,105.0
male,19,East,13,Month-to-month,Fiber optic,4.07753744390572,No,0.0,Electronic check,70.86,1,False,705.0,0,0,161.0
male,28,South,8,Month-to-month,No,0.0,Yes,2.0,Mailed check,74.26,2,False,843.0,0,0,18.0
male,67,South,10,Month-to-month,DSL,3.044522437723423,No,7.0,Electronic check,107.71,0,False,587.0,0,0,91.0
female,48,West,39,One year,DSL,3.295836866004329,No,0.0,Mailed check,97.45,0,False,725.0,0,0,196.0
male,73,South,28,One year,No,0.0,Yes,0.0,Credit card,71.14,1,False,735.0,0,0,351.0
female,26,South,7,Two year,Fiber optic,4.04305126783455,No,0.0,Bank transfer,73.9,1,False,380.0,0,0,306.0
male,38,North,3,Month-to-month,Fiber optic,4.276666119016055,No,0.0,Bank transfer,24.88,0,False,565.5,0,1,232.0
male,45,North,6,Month-to-month,DSL,3.367295829986474,No,2.0,Electronic check,53.31,0,False,481.0,1,0,274.0
male,79,South,51,Two year,DSL,2.302585092994046,No,2.0,Credit card,85.52,1,False,657.0,0,0,68.0
female,24,North,18,Month-to-month,Fiber optic,3.367295829986474,Yes,1.0,Mailed check,83.32,1,False,554.0,0,0,230.0
male,33,East,16,One year,DSL,2.5649493574615367,No,1.0,Electronic check,106.63,0,False,565.5,0,1,346.0
male,21,South,19,One year,No,0.0,No,2.0,Credit card,66.38,0,False,764.0,0,0,310.0
female,21,East,10,Month-to-month,No,0.0,No,1.0,unknown,28.38,1,False,555.0,0,0,60.0
male,57,North,33,One year,No,0.0,No,3.0,Bank transfer,101.7,1,True,722.0,0,0,143.0
female,34,South,15,Month-to-month,DSL,3.4011973816621555,Yes,0.0,Credit card,113.08,0,True,497.0,0,0,189.0
female,69,East,3,Month-to-month,Fiber optic,2.9444389791664403,Yes,1.0,Electronic check,96.95,0,False,512.0,0,0,205.0
male,69,West,3,Month-to-month,DSL,3.1780538303479458,Yes,2.0,Mailed check,65.09,0,False,824.0,0,0,142.0
female,53,North,16,Two year,DSL,3.1780538303479458,No,0.0,Bank transfer,101.33,0,False,351.0,0,0,55.0
male,55,West,56,Month-to-month,DSL,3.4657359027997265,No,2.0,Mailed check,150.0,0,False,564.0,0,0,104.0
female,67,East,8,One year,DSL,3.091042453358316,Yes,1.0,Electronic check,73.45,1,False,624.0,0,0,306.0
female,80,East,41,Two year,No,0.0,Yes,0.0,Credit card,30.65,0,False,306.0,0,0,168.0
male,80,East,29,One year,DSL,1.9459101490553132,No,0.0,Bank transfer,52.41,0,False,343.0,0,0,70.0
female,79,North,6,One year,DSL,2.3978952727983707,Yes,1.0,Mailed check,88.76,0,False,471.0,0,0,268.0
female,24,North,1,Month-to-month,No,0.0,No,2.0,Mailed check,21.86,0,False,401.0,0,0,235.0
female,44,East,3,Month-to-month,DSL,2.1972245773362196,No,0.0,Credit card,75.08,2,False,595.0,1,0,343.0
female,31,South,27,Month-to-month,Fiber optic,3.6888794541139363,No,2.0,Electronic check,81.41,0,False,565.5,0,1,3.0
female,22,West,5,One year,DSL,2.9444389791664403,No,0.0,Mailed check,116.05,0,True,790.0,0,0,142.0
male,72,South,10,Two year,DSL,2.1972245773362196,No,1.0,Electronic check,109.31,0,True,617.0,0,0,365.0
female,19,North,14,Two year,No,0.0,No,0.0,Electronic check,95.94,0,False,470.0,0,0,99.0
male,79,East,26,Two year,DSL,3.5553480614894135,No,0.0,Electronic check,20.0,0,False,517.0,0,0,90.0
female,38,South,3,Two year,Fiber optic,3.1780538303479458,No,0.0,Credit card,97.63,0,False,800.0,0,0,14.0
male,38,East,11,Month-to-month,DSL,3.5263605246161616,Yes,2.0,Electronic check,91.17,2,True,492.0,0,0,22.0
male,27,East,14,One year,DSL,3.4657359027997265,Yes,3.0,Bank transfer,77.68,1,False,632.0,0,0,265.0
female,75,West,16,Two year,DSL,3.367295829986474,Yes,1.0,Credit card,20.0,0,False,452.0,0,0,179.0
female,56,West,35,Month-to-month,DSL,2.639057329615259,Yes,1.0,Mailed check,46.7,1,False,322.0,0,0,145.0
female,22,East,4,Two year,DSL,3.1780538303479458,No,0.0,Credit card,35.0,1,True,515.0,0,0,330.0
male,82,East,33,Month-to-month,Fiber optic,3.2188758248682006,Yes,0.0,Mailed check,20.0,0,True,342.0,0,0,25.0
female,30,West,24,One year,Fiber optic,4.23410650459726,Yes,1.0,Bank transfer,69.91,0,False,660.0,0,0,196.0
male,70,South,17,One year,DSL,2.995732273553991,No,1.0,Electronic check,46.07,1,True,713.0,0,0,46.0
male,62,North,25,Two year,Fiber optic,3.7376696182833684,Yes,1.0,Electronic check,148.76,0,False,717.0,0,0,205.0
male,49,South,11,Month-to-month,No,0.0,Yes,0.0,Electronic check,64.94,0,False,615.0,0,0,26.0
female,53,South,3,One year,No,0.0,Yes,1.0,Electronic check,108.81,0,False,729.0,0,0,302.0
female,77,East,22,One year,Fiber optic,3.258096538021482,Yes,2.0,Credit card,22.93,1,False,798.0,0,0,212.0
male,28,East,15,Month-to-month,No,0.0,No,0.0,Bank transfer,54.1,2,False,648.0,0,0,106.0
male,80,East,21,One year,DSL,1.6094379124341003,Yes,2.0,Mailed check,72.91,2,True,374.0,0,0,207.0
female,38,North,9,One year,DSL,2.302585092994046,Yes,1.0,Credit card,42.76,0,False,532.0,0,0,24.0
male,69,East,48,One year,Fiber optic,4.290459441148391,Yes,1.0,Electronic check,57.33,2,True,337.0,0,0,156.0
female,72,South,18,Month-to-month,Fiber optic,3.7376696182833684,Yes,1.0,Electronic check,63.46,0,False,561.0,0,0,198.0
male,43,East,2,Month-to-month,Fiber optic,3.8501476017100584,No,1.0,Electronic check,62.98,2,False,565.5,0,1,159.0
female,51,East,12,One year,Fiber optic,4.1588830833596715,No,1.0,Mailed check,125.65,0,False,511.0,0,0,9.0
male,69,South,29,Month-to-month,No,0.0,Yes,0.0,Mailed check,81.35,0,True,757.0,1,0,214.0
female,69,North,32,Month-to-month,No,0.0,No,2.0,Credit card,84.39,2,False,581.0,0,0,82.0
male,46,North,14,Two year,Fiber optic,4.465908118654584,No,0.0,Bank transfer,86.19,0,False,505.0,0,0,300.0
female,55,West,46,One year,Fiber optic,4.343805421853684,No,0.0,Mailed check,88.38,1,False,304.0,0,0,267.0
female,59,West,7,One year,DSL,2.3978952727983707,No,0.0,Credit card,67.51,0,False,565.5,0,1,150.0
male,38,East,11,Month-to-month,DSL,0.0,Yes,1.0,Mailed check,60.38,0,False,447.0,0,0,25.0
male,59,North,46,Month-to-month,DSL,3.784189633918261,No,1.0,Credit card,75.0,1,False,622.0,0,0,171.0
female,30,South,46,Month-to-month,Fiber optic,4.564348191467836,Yes,1.0,Electronic check,104.7,0,False,686.0,0,0,19.0
male,81,East,24,Month-to-month,DSL,3.091042453358316,Yes,2.0,Mailed check,103.79,0,False,692.0,0,0,276.0
female,34,West,40,One year,No,0.0,Yes,1.0,Electronic check,62.79,0,False,549.0,0,0,50.0
male,26,North,2,One year,DSL,2.0794415416798357,Yes,1.0,Bank transfer,93.04,1,False,727.0,0,0,74.0
female,58,North,41,Month-to-month,Fiber optic,4.248495242049359,Yes,1.0,Electronic check,64.16,1,True,668.0,0,0,211.0
female,18,East,8,Month-to-month,DSL,2.9444389791664403,Yes,0.0,Bank transfer,71.02,0,False,746.0,0,0,158.0
male,19,South,4,Month-to-month,DSL,2.9444389791664403,Yes,2.0,Mailed check,55.79,1,False,321.0,0,0,85.0
male,77,South,6,Month-to-month,No,0.0,Yes,0.0,Bank transfer,64.55,1,False,565.5,0,1,365.0
female,65,North,11,Month-to-month,Fiber optic,4.219507705176107,Yes,0.0,Electronic check,110.24,1,True,838.0,1,0,210.0
female,46,East,6,Two year,No,0.0,Yes,1.0,Mailed check,72.77,0,False,581.0,0,0,219.0
male,27,West,8,One year,No,0.0,No,1.0,Credit card,74.06,0,True,578.0,0,0,258.0
male,75,West,3,One year,DSL,3.1780538303479458,No,0.0,Mailed check,26.58,0,True,565.5,0,1,145.0
male,77,East,8,Month-to-month,DSL,2.1972245773362196,No,4.0,Credit card,60.72,0,False,552.0,0,0,69.0
female,38,East,17,Two year,No,0.0,Yes,2.0,Electronic check,62.76,0,False,776.0,0,0,55.0
female,45,North,12,One year,No,0.0,Yes,1.0,Mailed check,45.13,1,False,364.0,0,0,30.0
female,51,East,9,One year,Fiber optic,3.784189633918261,Yes,1.0,Credit card,70.65,0,False,602.0,0,0,201.0
female,25,South,28,Month-to-month,Fiber optic,4.1588830833596715,Yes,0.0,Electronic check,57.12,0,False,616.0,0,0,127.0
male,76,East,45,Two year,Fiber optic,4.110873864173311,Yes,0.0,Bank transfer,72.4,0,True,473.0,0,0,139.0
male,66,South,29,Two year,DSL,3.1354942159291497,No,0.0,Credit card,73.65,0,False,714.0,0,0,139.0
female,34,South,9,Two year,Fiber optic,4.23410650459726,No,0.0,Bank transfer,41.33,2,False,559.0,0,0,20.0
male,77,North,28,Month-to-month,No,0.0,Yes,2.0,Mailed check,58.04,0,False,584.0,0,0,256.0
male,62,South,4,Month-to-month,Fiber optic,3.7612001156935624,Yes,2.0,Credit card,72.32,0,False,372.0,0,0,104.0
female,49,North,3,Month-to-month,DSL,3.091042453358316,No,0.0,unknown,105.53,1,False,378.0,0,0,123.0
male,61,North,9,Month-to-month,DSL,2.639057329615259,No,1.0,Electronic check,77.7,1,False,343.0,1,0,279.0
female,82,West,33,Two year,DSL,2.772588722239781,No,0.0,Bank transfer,50.14,1,False,565.5,0,1,28.0
male,25,South,6,Month-to-month,DSL,3.332204510175204,Yes,0.0,Electronic check,81.97,0,False,742.0,1,0,322.0
female,60,East,2,Month-to-month,No,0.0,Yes,2.0,Mailed check,121.23,1,False,378.0,1,0,220.0
male,18,West,3,Month-to-month,DSL,2.833213344056216,Yes,0.0,Mailed check,97.5,0,True,676.0,0,0,102.0
female,68,West,40,Month-to-month,DSL,2.772588722239781,Yes,2.0,Bank transfer,86.43,0,False,438.0,0,0,26.0
female,41,East,21,Month-to-month,DSL,2.302585092994046,No,2.0,Credit card,91.77,0,False,306.0,0,0,41.0
male,41,West,6,One year,Fiber optic,4.2626798770413155,No,1.0,Electronic check,113.2,0,False,812.0,0,0,48.0
male,34,South,17,One year,Fiber optic,4.110873864173311,Yes,1.0,Mailed check,102.27,0,False,376.0,0,0,194.0
female,22,South,15,Month-to-month,DSL,3.367295829986474,No,0.0,Credit card,87.0,0,False,565.5,0,1,318.0
female,37,South,22,Month-to-month,DSL,1.0986122886681096,Yes,2.0,Mailed check,102.06,1,False,456.0,0,0,245.0
male,38,East,6,Month-to-month,DSL,2.9444389791664403,No,0.0,Mailed check,37.55,1,False,829.0,0,0,21.0
female,75,East,40,Month-to-month,Fiber optic,3.8066624897703196,Yes,0.0,Credit card,24.93,0,True,519.0,0,0,207.0
male,48,South,8,One year,DSL,2.8903717578961645,No,2.0,Credit card,74.71,0,False,489.0,0,0,250.0
female,28,North,24,One year,No,0.0,No,2.0,Electronic check,72.06,1,False,561.0,0,0,264.0
male,69,East,1,One year,Fiber optic,3.6375861597263857,No,1.0,Bank transfer,53.68,0,False,443.0,0,0,290.0
male,32,North,10,One year,DSL,2.833213344056216,Yes,1.0,Bank transfer,94.78,2,False,784.0,0,0,353.0
female,24,East,9,Month-to-month,Fiber optic,4.204692619390966,No,0.0,Mailed check,20.0,0,False,565.5,1,1,342.0
male,45,East,16,Two year,DSL,0.0,Yes,0.0,Bank transfer,53.96,0,False,606.0,0,0,240.0
female,68,East,2,Two year,Fiber optic,4.454347296253507,Yes,1.0,Mailed check,55.45,0,False,849.0,0,0,122.0
female,75,West,32,Two year,DSL,3.2188758248682006,No,0.0,Credit card,20.91,0,False,455.0,0,0,53.0
female,22,West,5,Month-to-month,Fiber optic,3.912023005428146,Yes,3.0,Mailed check,114.84,1,False,599.0,1,0,328.0
male,22,South,23,Two year,Fiber optic,4.23410650459726,Yes,1.0,Electronic check,29.22,2,False,565.5,0,1,132.0
male,25,East,33,Two year,No,0.0,Yes,0.0,Mailed check,52.35,0,False,722.0,0,0,153.0
female,81,East,17,Two year,DSL,1.791759469228055,Yes,1.0,Mailed check,97.24,1,False,565.5,0,1,43.0
female,27,North,28,Month-to-month,DSL,2.639057329615259,No,0.0,Electronic check,89.38,0,False,565.5,0,1,71.0
male,55,North,22,One year,Fiber optic,3.8712010109078907,Yes,2.0,Electronic check,36.75,1,False,615.0,0,0,266.0
male,25,South,9,Two year,No,0.0,No,0.0,Bank transfer,90.47,1,False,376.0,0,0,9.0
female,42,South,34,One year,No,0.0,Yes,0.0,Credit card,78.69,0,False,565.5,0,1,366.0
female,83,East,7,One year,DSL,3.5263605246161616,Yes,1.0,Credit card,139.99,2,False,562.0,0,0,112.0
male,67,West,17,Two year,DSL,2.995732273553991,Yes,1.0,Electronic check,82.12,1,True,565.5,0,1,161.0
male,84,North,28,Month-to-month,Fiber optic,4.0943445622221,Yes,1.0,Credit card,65.76,0,False,587.0,1,0,241.0
male,66,North,10,One year,DSL,2.70805020110221,Yes,1.0,Mailed check,44.3,0,False,562.0,0,0,290.0
female,53,West,8,Month-to-month,DSL,3.2188758248682006,Yes,1.0,Credit card,47.67,0,False,614.0,0,0,30.0
female,58,North,13,Two year,DSL,3.6109179126442243,Yes,1.0,Electronic check,45.23,1,False,668.0,0,0,13.0
female,79,South,35,Month-to-month,Fiber optic,4.248495242049359,Yes,2.0,Credit card,111.13,0,False,551.0,0,0,363.0
male,27,East,54,One year,No,0.0,Yes,1.0,Electronic check,70.54,2,False,632.0,0,0,311.0
female,38,East,16,One year,No,0.0,No,0.0,Bank transfer,86.96,1,False,725.0,0,0,148.0
female,53,North,22,One year,DSL,2.995732273553991,No,2.0,Electronic check,115.43,1,False,594.0,0,0,253.0
female,29,North,47,One year,Fiber optic,4.1588830833596715,Yes,1.0,Mailed check,20.0,0,False,565.5,0,1,275.0
female,19,North,3,Two year,No,0.0,Yes,1.0,Mailed check,108.37,0,False,616.0,0,0,9.0
male,30,East,6,Two year,DSL,3.258096538021482,Yes,1.0,Mailed check,71.66,2,False,811.0,0,0,100.0
male,70,East,25,Month-to-month,Fiber optic,4.110873864173311,No,2.0,Electronic check,83.05,0,False,328.0,0,0,128.0
female,49,South,35,Month-to-month,Fiber optic,4.290459441148391,No,1.0,Electronic check,45.15,1,True,593.0,0,0,340.0
male,33,East,39,Month-to-month,DSL,3.4657359027997265,No,0.0,Mailed check,47.35,0,False,306.0,0,0,80.0
male,49,West,11,Month-to-month,Fiber optic,3.8712010109078907,Yes,0.0,Credit card,84.67,0,False,841.0,0,0,238.0
female,49,North,2,One year,DSL,3.295836866004329,Yes,1.0,Electronic check,141.54,0,False,514.0,0,0,303.0
female,28,South,12,Two year,Fiber optic,3.7612001156935624,No,2.0,Credit card,100.1,0,False,514.0,0,0,132.0
male,27,East,6,Two year,DSL,2.3978952727983707,Yes,1.0,Bank transfer,107.97,0,False,463.0,1,0,297.0
female,32,South,7,Month-to-month,DSL,2.8903717578961645,Yes,1.0,Bank transfer,64.24,0,False,469.0,0,0,128.0
male,34,South,30,Month-to-month,DSL,2.995732273553991,No,2.0,Bank transfer,51.99,4,False,520.0,0,0,24.0
female,57,East,2,One year,No,0.0,Yes,1.0,Bank transfer,46.58,0,True,559.0,0,0,94.0
male,35,West,36,One year,Fiber optic,2.833213344056216,No,0.0,Mailed check,55.35,0,False,560.0,0,0,79.0
female,72,West,12,Month-to-month,Fiber optic,4.219507705176107,No,2.0,unknown,20.0,0,True,771.0,1,0,61.0
male,42,East,19,Two year,Fiber optic,1.791759469228055,Yes,0.0,Bank transfer,48.25,0,False,554.0,0,0,203.0
male,76,East,2,Two year,Fiber optic,4.653960350157523,No,1.0,Mailed check,53.19,0,True,577.0,0,0,139.0
male,39,South,9,Month-to-month,DSL,3.58351893845611,Yes,2.0,Bank transfer,64.74,1,False,323.0,1,0,52.0
female,47,East,2,Two year,Fiber optic,3.8066624897703196,No,0.0,Electronic check,73.95,0,True,732.0,0,0,107.0
male,61,South,66,Month-to-month,DSL,3.044522437723423,Yes,0.0,Bank transfer,80.87,1,False,777.0,0,0,147.0
male,49,North,33,One year,DSL,9.18307194482199,Yes,1.0,Bank transfer,69.55,1,True,793.0,0,0,85.0
male,68,East,13,Month-to-month,Fiber optic,3.6635616461296463,Yes,0.0,Credit card,52.56,0,False,681.0,1,0,137.0
female,63,East,6,Month-to-month,DSL,3.091042453358316,Yes,1.0,Credit card,20.0,1,False,673.0,1,0,284.0
male,38,South,55,Two year,DSL,2.9444389791664403,No,1.0,Credit card,52.74,0,False,622.0,0,0,122.0
male,49,West,9,Month-to-month,Fiber optic,3.8918202981106265,No,2.0,Credit card,40.83,0,False,388.0,0,0,135.0
female,56,North,4,One year,Fiber optic,3.9889840465642745,Yes,1.0,Bank transfer,83.98,1,False,391.0,0,0,233.0
female,29,South,17,Month-to-month,Fiber optic,3.1780538303479458,Yes,4.0,Bank transfer,97.28,2,True,676.0,0,0,239.0
female,64,North,58,Month-to-month,Fiber optic,3.9318256327243257,Yes,1.0,Credit card,98.16,1,False,380.0,0,0,39.0
female,35,West,1,Month-to-month,Fiber optic,3.9889840465642745,No,0.0,Electronic check,92.71,0,True,399.0,0,0,224.0
female,38,East,6,Month-to-month,Fiber optic,3.970291913552122,No,2.0,Mailed check,65.99,2,True,422.0,0,0,99.0
male,30,South,56,One year,DSL,2.8903717578961645,Yes,0.0,Bank transfer,54.34,1,False,695.0,0,0,117.0
female,38,East,4,Month-to-month,DSL,3.4657359027997265,No,2.0,unknown,47.59,0,False,322.0,0,0,45.0
male,25,South,3,One year,Fiber optic,3.7612001156935624,Yes,0.0,Mailed check,24.78,1,False,818.0,0,0,243.0
male,63,West,17,One year,DSL,3.1354942159291497,No,0.0,Credit card,99.76,1,False,576.0,0,0,225.0
male,24,South,40,One year,No,0.0,Yes,0.0,Credit card,64.76,0,False,394.0,0,0,140.0
female,40,South,13,Month-to-month,No,0.0,Yes,0.0,Electronic check,32.61,3,False,681.0,1,0,326.0
male,39,West,105,Two year,DSL,3.4965075614664802,Yes,2.0,Electronic check,45.21,0,False,565.5,0,1,0.0
male,39,South,23,Month-to-month,DSL,2.995732273553991,No,2.0,Bank transfer,43.99,1,False,324.0,0,0,219.0
female,46,North,2,Month-to-month,DSL,3.1354942159291497,Yes,1.0,Credit card,71.29,0,False,590.0,0,0,245.0
male,30,East,99,Month-to-month,DSL,2.995732273553991,No,0.0,Mailed check,102.02,0,False,526.0,0,0,226.0
male,19,West,11,Month-to-month,DSL,3.4965075614664802,No,0.0,Bank transfer,59.56,1,True,472.0,0,0,194.0
female,46,South,7,Month-to-month,Fiber optic,3.8066624897703196,Yes,0.0,Electronic check,20.0,0,False,752.0,0,0,202.0
male,69,North,17,One year,No,0.0,Yes,0.0,Bank transfer,64.32,0,False,587.0,0,0,89.0
male,44,South,8,Month-to-month,Fiber optic,4.330733340286331,Yes,0.0,Bank transfer,65.31,0,False,368.0,0,0,324.0
male,67,East,2,Month-to-month,DSL,2.9444389791664403,No,0.0,Credit card,63.25,1,False,580.0,0,0,295.0
female,40,North,1,One year,DSL,2.4849066497880004,No,2.0,Mailed check,51.18,0,False,641.0,0,0,288.0
female,61,East,12,Month-to-month,Fiber optic,4.1588830833596715,No,0.0,Electronic check,76.52,0,False,632.0,0,0,247.0
female,39,West,37,Month-to-month,No,0.0,No,1.0,Bank transfer,71.98,0,False,685.0,0,0,169.0
male,60,South,17,Month-to-month,No,0.0,No,1.0,Bank transfer,69.26,0,True,641.0,0,0,10.0
male,54,South,120,One year,No,0.0,No,0.0,Credit card,82.38,0,True,616.0,0,0,287.0
male,78,South,7,Month-to-month,Fiber optic,3.784189633918261,No,0.0,Bank transfer,57.11,0,False,565.5,0,1,4.0
male,73,North,7,Month-to-month,Fiber optic,4.143134726391533,Yes,0.0,Mailed check,55.4,0,False,472.0,1,0,256.0
male,20,West,4,One year,DSL,2.0794415416798357,Yes,0.0,Credit card,111.4,2,False,843.0,0,0,333.0
male,80,South,4,One year,Fiber optic,3.9318256327243257,Yes,1.0,Electronic check,86.78,0,False,499.0,0,0,153.0
female,36,South,7,One year,DSL,2.772588722239781,No,2.0,Bank transfer,94.81,1,False,374.0,0,0,157.0
male,40,East,32,Two year,Fiber optic,3.367295829986474,Yes,0.0,Bank transfer,106.78,0,False,516.0,0,0,196.0
male,46,South,48,Month-to-month,Fiber optic,3.6635616461296463,No,2.0,Credit card,85.78,0,False,831.0,0,0,88.0
male,47,East,74,Month-to-month,DSL,2.70805020110221,No,1.0,Bank transfer,97.85,1,True,748.0,0,0,127.0
female,56,North,6,Month-to-month,DSL,2.995732273553991,No,0.0,Electronic check,22.62,0,False,565.5,0,1,153.0
female,42,West,43,Month-to-month,DSL,1.9459101490553132,No,0.0,Mailed check,76.12,0,False,692.0,0,0,334.0
female,25,West,8,Month-to-month,DSL,3.1780538303479458,Yes,0.0,Mailed check,64.52,0,False,565.5,0,1,260.0
female,75,East,3,Month-to-month,DSL,3.5263605246161616,No,1.0,Credit card,120.33,0,False,800.0,0,0,150.0
male,33,West,41,One year,DSL,3.1354942159291497,Yes,1.0,Bank transfer,97.83,0,True,446.0,0,0,166.0
female,18,North,21,One year,DSL,3.367295829986474,No,1.0,Credit card,51.09,1,True,615.0,0,0,66.0
female,22,South,4,Month-to-month,DSL,3.4339872044851463,Yes,1.0,Credit card,81.18,0,False,753.0,0,0,9.0
